,Classification as urban/semi-urban/rural_one-hot,log_Population,water_source_category_one-hot,log_angle,#status_id_one-hot,log_days_passed,#adm2_one-hot,log_dist,#pay_one-hot,water_tech_category_one-hot,Water demand (lpcd)_one-hot
46,0,19.273083016109847,0,9.966468791155952,0,11.38316426063511,9,9.976338711386198,1,0,0
47,0,20.055108963112,0,9.966444958819695,0,11.382624026574916,3,9.976376594355608,0,0,0
48,1,19.031364673912268,0,9.9665106447682,0,11.379919817646538,4,9.976719750741207,0,0,1
49,0,19.19059634247564,0,9.966430376577426,1,11.389093521904474,6,9.976144292438802,0,0,0
50,2,16.842816825821775,0,9.966533899113738,0,11.376668061857668,2,9.976510369017648,0,0,2
51,0,18.94423449185459,0,9.966470343244616,0,11.375582512490507,16,9.976277406123469,0,0,0
52,1,17.471317988848764,0,9.966563836068499,0,11.379919817646538,1,9.976876525357513,0,0,1
53,0,20.055108963112,0,9.966449538102758,0,11.378294855911891,3,9.976315717613252,0,0,0
54,2,16.842816825821775,0,9.966563836068499,0,11.378294855911891,2,9.97662561939408,0,0,2
55,0,19.343907871342576,0,9.966467897494498,0,11.391780606013166,0,9.976446996652356,1,0,0
56,1,19.031364673912268,0,9.966510571656109,0,11.380461065088973,4,9.976731311583507,0,0,1
57,0,20.055108963112,0,9.966452442220987,1,11.381542951184585,3,9.97640605880943,0,0,0
58,1,17.471317988848764,0,9.966563836068499,1,11.379919817646538,1,9.976879147498867,0,2,1
59,1,17.88128725917145,0,9.966416100039561,1,11.382083590141967,7,9.975972588418507,0,0,1
60,1,17.88128725917145,0,9.966402979639343,1,11.374496145691516,7,9.975972588418507,0,0,1
61,0,18.814792101059343,0,9.966456915687038,0,11.391780606013166,5,9.976428303212394,1,0,0
62,1,17.471317988848764,0,9.966520056834113,0,11.381542951184585,1,9.97672090529917,0,0,1
63,2,17.677726522610563,0,9.966481572970912,1,11.38855550398256,11,9.97627150418968,0,0,2
64,0,18.70998575359596,0,9.966438835286333,0,11.385323176175872,14,9.976489935884436,0,0,0
65,0,19.19059634247564,0,9.966443583444073,1,11.389631339260522,6,9.976044619966745,0,0,0
66,0,20.055108963112,0,9.966452558897801,0,11.37775279502222,3,9.97634445420256,0,0,0
67,1,19.031364673912268,0,9.96649349500185,0,11.379919817646538,4,9.97667660109055,0,1,1
68,0,18.27857650155584,0,9.966477450631594,0,11.38586240064146,8,9.97631615858051,1,0,0
69,1,19.031364673912268,0,9.966487894000714,0,11.382083590141967,4,9.976543140713236,0,0,1
70,1,19.031364673912268,0,9.966496395249656,0,11.382083590141967,4,9.97667473937858,0,0,1
71,1,17.88128725917145,0,9.96639602971255,0,11.376668061857668,7,9.975972588418507,0,0,1
72,2,16.842816825821775,0,9.966563836068499,0,11.375582512490507,2,9.976717678939336,0,0,2
73,1,17.471317988848764,0,9.966563836068499,0,11.379919817646538,1,9.976881064843408,0,0,1
74,1,17.471317988848764,0,9.966515910396556,0,11.381542951184585,1,9.976768041792289,0,0,1
75,0,19.273083016109847,0,9.966467503580485,0,11.384244122243079,9,9.9763408975069,0,0,0
76,2,17.677726522610563,1,9.96648133202005,0,11.390168956200183,11,9.976277065780533,0,2,2
77,1,19.031364673912268,0,9.96650934585118,0,11.380461065088973,4,9.976734162308823,0,0,1
78,2,18.135498877734953,1,9.966491185810312,0,11.385323176175872,13,9.976255931755086,0,0,2
79,0,18.27857650155584,1,9.966477451190501,1,11.389631339260522,8,9.976315918427431,0,0,0
80,1,19.031364673912268,0,9.966502605902729,0,11.382624026574916,4,9.976478480933507,0,1,1
81,0,20.055108963112,0,9.966447537890856,0,11.382624026574916,3,9.976369863795957,0,0,0
82,0,20.055108963112,0,9.966465256525797,0,11.39231742277876,17,9.976303925414625,0,0,0
83,1,17.471317988848764,0,9.966563836068499,0,11.385323176175872,1,9.976846368402779,0,0,1
84,1,17.471317988848764,0,9.966518583736647,0,11.381542951184585,1,9.97672529031433,0,0,1
85,0,19.273083016109847,0,9.966469756893474,0,11.38855550398256,9,9.976339723779704,1,0,0
86,0,20.055108963112,0,9.966470116299693,0,11.386401423640777,15,9.976237691340396,0,2,0
87,1,17.88128725917145,0,9.966393891557118,1,11.373952655370193,7,9.975972588418507,0,0,1
88,1,17.471317988848764,1,9.966563836068499,1,11.381542951184585,1,9.97683713549876,0,0,1
89,0,19.343907871342576,0,9.96646840272838,0,11.391243589427443,0,9.976450004290664,1,0,0
90,1,19.031364673912268,0,9.966509042256543,0,11.380461065088973,4,9.976736676501293,0,0,1
91,0,19.343907871342576,0,9.96646862358122,0,11.390706372872774,0,9.976421805229778,1,0,0
92,0,20.055108963112,0,9.966447167623194,0,11.378836713210614,3,9.976458341449531,2,0,0
93,1,19.031364673912268,0,9.966510463375924,0,11.380461065088973,4,9.976726961874748,0,0,1
94,0,20.055108963112,0,9.96645173639186,0,11.382624026574916,3,9.976374151033772,0,0,0
95,2,16.842816825821775,0,9.966563836068499,0,11.374496145691516,2,9.976683188953386,0,0,2
96,0,18.27857650155584,0,9.96647746112895,0,11.390168956200183,8,9.97629488892729,0,0,0
97,0,20.055108963112,0,9.966464522380978,0,11.390168956200183,17,9.976295961411468,0,2,0
98,1,19.031364673912268,0,9.966496222520814,0,11.382083590141967,4,9.97667356856514,0,0,1
99,1,19.031364673912268,0,9.966489457690145,0,11.379378367071261,4,9.976559793364691,1,0,1
100,1,19.031364673912268,0,9.966510496763345,1,11.379919817646538,4,9.97672850671433,0,0,1
101,0,19.273083016109847,0,9.96646855636283,0,11.384244122243079,9,9.976341475835868,0,0,0
102,0,19.273083016109847,0,9.966467777202203,0,11.38316426063511,9,9.97633823502368,0,0,0
103,2,17.677726522610563,1,9.966481180862079,1,11.390168956200183,11,9.976276975971018,0,0,2
104,2,18.257337195723156,0,9.966505396368389,0,11.388017285345136,10,9.976554655297484,0,0,2
105,1,17.471317988848764,0,9.966546770695148,1,11.380461065088973,1,9.97683049572722,0,0,1
106,1,17.471317988848764,0,9.966546847641046,1,11.381002109550925,1,9.976829017670799,0,0,1
107,0,18.70998575359596,0,9.966449583798857,1,11.390168956200183,14,9.97649251611255,0,0,0
108,1,17.471317988848764,0,9.966560233657761,1,11.379919817646538,1,9.976929254571179,0,2,1
109,0,18.94423449185459,0,9.966472348340131,0,11.376125389276174,16,9.976299484351408,1,0,0
110,1,17.88128725917145,0,9.966400083836156,1,11.375039431346925,7,9.976048701737394,0,0,1
111,0,20.055108963112,0,9.966447039124994,1,11.382624026574916,3,9.976363086128742,0,0,0
112,0,20.055108963112,0,9.966451861351501,1,11.381542951184585,3,9.976355174022032,0,0,0
113,0,19.19059634247564,0,9.966447276242238,0,11.389631339260522,6,9.976149801260709,0,0,0
114,1,19.031364673912268,0,9.96650551526974,1,11.381542951184585,4,9.976553528621684,1,0,1
115,0,18.814792101059343,0,9.96645071893247,0,11.390706372872774,5,9.976451319581427,0,0,0
116,1,19.031364673912268,0,9.966502134768849,0,11.382624026574916,4,9.976478968422894,0,1,1
117,2,16.842816825821775,0,9.966563836068499,0,11.37775279502222,2,9.976596805474447,0,0,2
118,0,19.343907871342576,0,9.966468614271868,0,11.390706372872774,0,9.976420141327567,1,2,0
119,1,17.471317988848764,0,9.966528816485509,0,11.381542951184585,1,9.976766895866774,0,0,1
120,1,19.031364673912268,0,9.966501567219218,0,11.379919817646538,4,9.97667715446252,1,0,1
121,1,17.88128725917145,0,9.966417493914095,0,11.382083590141967,7,9.975973591363282,0,0,1
122,1,17.88128725917145,0,9.966393891557118,0,11.373952655370193,7,9.975972588418507,0,0,1
123,2,16.842816825821775,0,9.966563836068499,0,11.378836713210614,2,9.976609938171933,0,0,2
124,0,20.055108963112,0,9.966452953617681,1,11.381542951184585,3,9.976343665276154,0,0,0
125,0,18.27857650155584,0,9.966478967225397,1,11.390706372872774,8,9.976298537088777,0,0,0
126,1,17.88128725917145,0,9.96640900707839,0,11.374496145691516,7,9.975972588418507,0,0,1
127,0,18.70998575359596,0,9.966454382083635,1,11.390168956200183,14,9.976462183029092,0,0,0
128,1,19.031364673912268,0,9.96649009422054,0,11.380461065088973,4,9.976556575443274,0,0,1
129,0,20.055108963112,0,9.966441480886715,0,11.378836713210614,3,9.976333606855746,0,0,0
130,0,20.055108963112,0,9.966450141793006,1,11.378836713210614,3,9.976278324985527,0,0,0
131,0,18.27857650155584,0,9.966477395596844,0,11.386401423640777,8,9.976314520410549,1,0,0
132,0,20.055108963112,0,9.966465002484528,0,11.389093521904474,17,9.976307359223519,0,0,0
133,0,18.814792101059343,0,9.96645085995531,0,11.389093521904474,5,9.976447509515527,0,0,0
134,0,19.343907871342576,0,9.966473294124523,1,11.390706372872774,0,9.97643847752785,1,0,0
135,0,19.273083016109847,0,9.966469332819477,0,11.38316426063511,9,9.97633907229821,0,0,0
136,0,20.055108963112,0,9.966447639051777,1,11.382624026574916,3,9.976371301059023,0,0,0
137,1,17.471317988848764,0,9.966530561881015,1,11.381542951184585,1,9.976747825093797,0,0,1
138,1,17.88128725917145,0,9.966418053208155,0,11.374496145691516,7,9.97597438166429,0,0,1
139,0,19.273083016109847,0,9.966469176178387,0,11.384244122243079,9,9.976347564698276,0,0,0
140,1,17.88128725917145,1,9.966398957915715,0,11.37775279502222,7,9.976060629268433,0,2,1
141,1,17.88128725917145,0,9.966413304748587,0,11.386401423640777,7,9.97609331296692,0,0,1
142,0,19.343907871342576,0,9.966466957698959,0,11.389631339260522,0,9.976442024711787,3,0,0
143,2,18.257337195723156,0,9.96645888137858,0,11.392854039872873,10,9.976414379373168,0,0,2
144,1,17.471317988848764,0,9.966559928080962,1,11.380461065088973,1,9.976929254571179,0,0,1
145,1,17.471317988848764,0,9.966563810878935,0,11.379919817646538,1,9.976926142888649,0,0,1
146,1,17.471317988848764,1,9.966519624777973,1,11.381542951184585,1,9.976722401320066,0,0,1
147,1,17.471317988848764,0,9.966563836068499,1,11.379919817646538,1,9.976904058732655,0,0,1
148,1,17.88128725917145,0,9.966393891557118,1,11.373408960228696,7,9.975972588418507,0,0,1
149,0,20.055108963112,0,9.96644218117467,1,11.382624026574916,3,9.976358268728356,0,0,0
150,1,17.88128725917145,0,9.966401452321616,1,11.387478865842379,7,9.975972588418507,0,0,1
151,0,20.055108963112,0,9.966452282349767,0,11.381542951184585,3,9.97639852918813,0,0,0
152,0,19.19059634247564,0,9.966451391795585,0,11.390168956200183,6,9.976152635992083,0,0,0
153,0,20.055108963112,0,9.96644386504999,0,11.381542951184585,3,9.9763761159816,0,0,0
154,2,18.135498877734953,0,9.96648592755695,0,11.386401423640777,13,9.976266449790542,0,0,2
155,1,17.471317988848764,0,9.966563836068499,1,11.382083590141967,1,9.976840709040744,0,0,1
156,0,19.343907871342576,0,9.966467216111479,0,11.389631339260522,0,9.976442492616531,0,0,0
157,1,19.031364673912268,0,9.966496488343841,0,11.382083590141967,4,9.976678276509642,0,0,1
158,0,18.70998575359596,0,9.966454782058657,0,11.389631339260522,14,9.97644588497313,0,0,0
159,1,17.88128725917145,0,9.966393891557118,1,11.373952655370193,7,9.975972588418507,0,0,1
160,1,17.88128725917145,1,9.966399081307104,0,11.37775279502222,7,9.97606083042381,0,0,1
161,1,17.88128725917145,0,9.96640120866207,1,11.374496145691516,7,9.976037143491569,0,0,1
162,0,20.055108963112,0,9.966454281343632,0,11.380461065088973,3,9.976387291165365,0,0,0
163,0,20.055108963112,0,9.966455047808536,0,11.378836713210614,3,9.976381751050887,2,0,0
164,0,18.814792101059343,0,9.96645442717137,0,11.390168956200183,5,9.976415069966352,0,0,0
165,0,18.27857650155584,0,9.966479012727582,0,11.390706372872774,8,9.976300630279946,0,0,0
166,1,19.031364673912268,0,9.966495774787939,0,11.379919817646538,4,9.97664118368723,0,0,1
167,1,17.471317988848764,0,9.96652781440194,1,11.381542951184585,1,9.976765538925877,0,0,1
168,1,17.471317988848764,0,9.966532047213533,0,11.381542951184585,1,9.976792974080093,0,0,1
169,0,18.70998575359596,0,9.966453593814666,0,11.38316426063511,14,9.976465497776289,0,0,0
170,1,19.031364673912268,0,9.966505572677207,0,11.381542951184585,4,9.976556226012558,1,0,1
171,0,20.055108963112,0,9.966454520925637,1,11.381542951184585,3,9.976377788116443,0,0,0
172,1,17.88128725917145,0,9.966413262423346,1,11.383704292474052,7,9.976095118777705,0,0,1
173,1,17.88128725917145,0,9.966412013491167,1,11.374496145691516,7,9.975988395503196,0,0,1
174,1,17.88128725917145,0,9.966400589873949,1,11.375039431346925,7,9.97604380334328,0,0,1
175,0,18.27857650155584,1,9.966477514393851,1,11.390168956200183,8,9.976315991374975,0,0,0
176,0,20.055108963112,0,9.966443682103318,0,11.380461065088973,3,9.976381189794488,0,0,0
177,0,19.273083016109847,0,9.966467786151421,0,11.38316426063511,9,9.976341560005475,0,0,0
178,0,18.281278059613978,0,9.966464892060499,0,11.389093521904474,18,9.976215476904283,0,0,0
179,1,17.471317988848764,0,9.966560009651884,1,11.379919817646538,1,9.976929254571179,0,0,1
180,0,18.62039167379828,0,9.966474211638165,0,11.387478865842379,12,9.976353018498058,0,0,0
181,1,17.471317988848764,0,9.966551572333078,0,11.381002109550925,1,9.976848868252329,0,0,1
182,2,16.842816825821775,0,9.966563836068499,0,11.375582512490507,2,9.976718908394412,0,0,2
183,1,19.031364673912268,0,9.966490668496505,0,11.38316426063511,4,9.976586419908793,0,0,1
184,0,20.055108963112,0,9.966448860350328,1,11.378294855911891,3,9.976322316804236,0,0,0
185,0,19.343907871342576,1,9.966470949159554,1,11.391780606013166,0,9.976442197710865,0,0,0
186,1,17.88128725917145,0,9.966398918186375,1,11.375039431346925,7,9.976058720891219,0,0,1
187,0,20.055108963112,0,9.966452585025435,0,11.37775279502222,3,9.976347028066426,0,0,0
188,0,18.70998575359596,0,9.966454864437456,1,11.390168956200183,14,9.976461353365213,0,0,0
189,1,19.031364673912268,0,9.96650198463397,0,11.379919817646538,4,9.976678765330034,0,0,1
190,1,19.031364673912268,0,9.96651027432115,0,11.379919817646538,4,9.976720568355455,0,0,1
191,2,16.842816825821775,0,9.966563836068499,0,11.375582512490507,2,9.976706284078254,0,0,2
192,1,17.471317988848764,0,9.966563836068499,0,11.381002109550925,1,9.976929254571179,0,0,1
193,0,20.055108963112,0,9.966451800149501,0,11.381542951184585,3,9.976413350845217,0,0,0
194,2,17.677726522610563,1,9.966482042338697,1,11.38855550398256,11,9.976270526787085,0,2,2
195,0,18.94423449185459,0,9.966470213077404,0,11.375582512490507,16,9.976288331248755,0,2,0
196,2,18.135498877734953,1,9.966510597371192,0,11.384783750093353,13,9.976400765661733,0,0,2
197,1,17.88128725917145,0,9.966393891557118,0,11.373408960228696,7,9.975972588418507,0,0,1
198,0,19.273083016109847,0,9.966465957736352,0,11.38855550398256,9,9.976335925607698,0,0,0
199,1,17.471317988848764,0,9.966519368683118,1,11.381002109550925,1,9.97672373609536,0,0,1
200,1,17.88128725917145,0,9.96641333688286,0,11.386401423640777,7,9.976094641726752,0,0,1
201,1,17.88128725917145,1,9.966399018955533,0,11.37775279502222,7,9.976060506216317,0,2,1
202,1,17.471317988848764,0,9.966563836068499,1,11.379919817646538,1,9.976890845393392,0,0,1
203,1,19.031364673912268,0,9.966509247803925,0,11.380461065088973,4,9.97673768120937,0,0,1
204,1,17.88128725917145,0,9.966412259460602,1,11.374496145691516,7,9.975988227738661,0,0,1
205,1,19.031364673912268,0,9.966501902948483,0,11.382083590141967,4,9.976594442074871,0,0,1
206,2,18.257337195723156,0,9.966507862756902,1,11.388017285345136,10,9.976543460629495,0,0,2
207,1,17.471317988848764,1,9.966562827234572,1,11.385323176175872,1,9.976929254571179,0,0,1
208,2,18.257337195723156,0,9.966461579926735,0,11.392854039872873,10,9.976408173990505,0,2,2
209,0,18.94423449185459,0,9.966469675756553,0,11.38586240064146,16,9.97631172431522,1,0,0
210,1,19.031364673912268,0,9.966493589135842,1,11.380461065088973,4,9.976620225260051,0,0,1
211,2,18.257337195723156,0,9.966460202650826,0,11.392854039872873,10,9.976458794892798,0,0,2
212,1,19.031364673912268,0,9.96650224644524,1,11.382083590141967,4,9.976676563284768,0,0,1
213,2,18.257337195723156,1,9.966487081058828,0,11.38586240064146,10,9.97630027060126,0,0,2
214,2,16.842816825821775,0,9.966563836068499,1,11.375582512490507,2,9.976721988184396,0,0,2
215,2,18.257337195723156,1,9.96648704841829,0,11.38586240064146,10,9.976296930167805,0,0,2
216,0,19.19059634247564,0,9.966448185233777,1,11.390168956200183,6,9.976148244168442,0,0,0
217,2,16.842816825821775,0,9.966563836068499,0,11.375039431346925,2,9.976711156721429,0,2,2
218,1,19.031364673912268,0,9.96648574125873,1,11.384244122243079,4,9.97652169959482,0,0,1
219,1,17.471317988848764,0,9.966531286229236,0,11.381542951184585,1,9.976795601344481,0,0,1
220,1,17.471317988848764,0,9.966560579692581,0,11.381002109550925,1,9.976835494232832,0,0,1
221,1,17.471317988848764,0,9.966562626833783,0,11.381002109550925,1,9.976929254571179,0,0,1
222,2,16.842816825821775,0,9.966563836068499,0,11.375582512490507,2,9.976714562062885,0,0,2
223,0,18.281278059613978,0,9.966466549674216,0,11.390168956200183,18,9.976221404899457,0,0,0
224,1,19.031364673912268,0,9.966487910867,0,11.382083590141967,4,9.976543164116256,0,0,1
225,0,18.27857650155584,0,9.966477601775528,0,11.386940245324311,8,9.97631727594581,1,0,0
226,0,18.814792101059343,0,9.966454535314819,0,11.391780606013166,5,9.976439556358978,1,0,0
227,1,17.471317988848764,0,9.96655166517867,0,11.381002109550925,1,9.97686981145332,0,0,1
228,2,16.842816825821775,0,9.966563370926663,1,11.377210530388552,2,9.976578738611273,0,0,2
229,1,17.88128725917145,0,9.966416516988962,1,11.374496145691516,7,9.975972608289023,0,0,1
230,2,17.677726522610563,1,9.966480770702045,0,11.390168956200183,11,9.976278144130417,0,0,2
231,0,19.19059634247564,0,9.966437897534973,1,11.389631339260522,6,9.976025584648983,0,2,0
232,0,20.055108963112,0,9.966451861351501,0,11.381542951184585,3,9.976355174022032,0,0,0
233,0,20.055108963112,0,9.966440291038516,1,11.378836713210614,3,9.976318431095063,0,0,0
234,0,20.055108963112,0,9.966451356755531,0,11.381002109550925,3,9.976402876784276,0,0,0
235,0,20.055108963112,0,9.966452120039232,0,11.381542951184585,3,9.97634996763707,0,0,0
236,2,16.842816825821775,0,9.966563836068499,1,11.375039431346925,2,9.976703960685793,0,0,2
237,1,17.471317988848764,0,9.966563836068499,0,11.379919817646538,1,9.976889509753217,0,0,1
238,1,17.88128725917145,0,9.966393891557118,1,11.373952655370193,7,9.975972588418507,0,2,1
239,1,19.031364673912268,0,9.966487376994595,1,11.379378367071261,4,9.976550292337068,0,1,1
240,0,19.343907871342576,0,9.96646827981499,0,11.391780606013166,0,9.976468332485057,1,0,0
241,2,17.677726522610563,1,9.96648365045825,0,11.389631339260522,11,9.976274225077868,0,0,2
242,0,19.19059634247564,0,9.966453860023911,1,11.390168956200183,6,9.976144748682726,0,0,0
243,0,18.814792101059343,0,9.966455202092877,0,11.390706372872774,5,9.976416333451184,1,0,0
244,0,18.94423449185459,0,9.96647208186309,0,11.376125389276174,16,9.976305098678457,0,2,0
245,0,20.055108963112,0,9.966441559766077,1,11.378836713210614,3,9.97631546187681,0,0,0
246,0,19.19059634247564,0,9.966436314983863,1,11.389631339260522,6,9.976031802141083,0,2,0
247,0,18.814792101059343,0,9.96645547582088,0,11.391780606013166,5,9.976437870766548,3,0,0
248,1,19.031364673912268,0,9.966493463343388,0,11.379919817646538,4,9.976675580157057,0,1,1
249,2,16.842816825821775,0,9.966563836068499,0,11.375039431346925,2,9.976709718241182,1,0,2
250,1,17.88128725917145,1,9.966395598810298,0,11.375039431346925,7,9.976053169199382,0,2,1
251,2,16.842816825821775,0,9.966563836068499,0,11.378836713210614,2,9.976611200676098,0,0,2
252,0,19.343907871342576,0,9.966469266401887,0,11.391243589427443,0,9.97644694637661,0,0,0
253,0,20.055108963112,0,9.966448176133095,0,11.382624026574916,3,9.976434156762938,0,0,0
254,1,19.031364673912268,0,9.966496535917981,0,11.382083590141967,4,9.97667692167625,0,0,1
255,0,19.19059634247564,0,9.966446203675481,1,11.389631339260522,6,9.976070111180052,0,0,0
256,0,18.814792101059343,0,9.966454920029614,1,11.391780606013166,5,9.9764392757162,0,0,0
257,0,18.281278059613978,0,9.966468108494176,0,11.382083590141967,18,9.97621774976662,0,0,0
258,1,19.031364673912268,0,9.966502675958235,0,11.382624026574916,4,9.976478737962212,0,1,1
259,1,19.031364673912268,0,9.966487126944752,0,11.38586240064146,4,9.976543302225858,1,0,1
260,0,20.055108963112,0,9.966453670556312,0,11.382624026574916,3,9.976389313075193,0,0,0
261,1,17.471317988848764,0,9.96654955741323,1,11.381002109550925,1,9.976815951275157,0,0,1
262,1,19.031364673912268,0,9.966491104210787,1,11.380461065088973,4,9.976556476639415,0,2,1
263,0,18.814792101059343,0,9.96645143582863,0,11.389631339260522,5,9.976418384827479,0,0,0
264,1,17.471317988848764,0,9.966563836068499,1,11.379919817646538,1,9.976874562349462,0,0,1
265,1,17.88128725917145,0,9.966400536956598,0,11.386401423640777,7,9.976043215441246,0,0,1
266,0,19.19059634247564,0,9.966450260562564,0,11.390168956200183,6,9.976154767596567,0,0,0
267,0,20.055108963112,0,9.966463067389418,0,11.386401423640777,17,9.976349035544356,0,0,0
268,1,17.471317988848764,1,9.966563836068499,1,11.379919817646538,1,9.976890198136173,0,0,1
269,0,20.055108963112,0,9.966448045254873,1,11.378294855911891,3,9.976292676173662,0,0,0
270,1,17.471317988848764,0,9.966563836068499,0,11.381542951184585,1,9.976837226398336,0,0,1
271,1,19.031364673912268,0,9.966501717427255,0,11.379919817646538,4,9.976678398197729,0,0,1
272,1,19.031364673912268,0,9.966505512159653,1,11.381542951184585,4,9.976555368017735,0,0,1
273,0,20.055108963112,0,9.966465429275349,0,11.39231742277876,17,9.9763264975707,0,2,0
274,1,17.471317988848764,0,9.966518716679724,1,11.381542951184585,1,9.976777958813255,0,0,1
275,0,19.343907871342576,0,9.96646926057566,1,11.391243589427443,0,9.976446873262732,0,2,0
276,0,18.94423449185459,0,9.9664717321218,0,11.375582512490507,16,9.97630793618717,0,2,0
277,1,19.031364673912268,0,9.966493794521677,0,11.379919817646538,4,9.976654245736418,0,0,1
278,0,20.055108963112,0,9.966451697623553,0,11.381542951184585,3,9.976317872787677,0,0,0
279,2,18.257337195723156,0,9.966461507657346,0,11.392854039872873,10,9.976407985122751,0,2,2
280,0,20.055108963112,0,9.966465709691125,0,11.38586240064146,17,9.97631577062909,0,0,0
281,1,19.031364673912268,0,9.966507217412852,0,11.388017285345136,4,9.976542504799625,0,0,1
282,2,17.677726522610563,1,9.966482958154076,0,11.389631339260522,11,9.976269724872273,0,0,2
283,0,18.27857650155584,0,9.966473313788361,0,11.389631339260522,8,9.976323071294871,1,0,0
284,2,18.257337195723156,0,9.966487228529667,0,11.38586240064146,10,9.97629772885495,0,0,2
285,2,16.842816825821775,0,9.966563836068499,0,11.37775279502222,2,9.97659605178888,0,0,2
286,1,19.031364673912268,0,9.966511691284214,0,11.380461065088973,4,9.976725744338907,0,0,1
287,0,18.70998575359596,0,9.966446749799434,0,11.385323176175872,14,9.976495889274329,0,0,0
